System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
EPB	336	246	2	parthenitae	246.2	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02973583	0.01059731	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3066.27	3844.5646	7.00000144	0.095783	0.11556464	7.00000103	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	336	246	2	parthenitae	246.2	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.05438456	0.01525595	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	12451.64	15130.7844	4.95556398	0.7412188	1.00575735	4.57677001	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
BSQ	336	246	2	parthenitae	246.2	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03974399	0.01529469	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	7661.72	11640.56	4.08173341	0.3478664	0.62132244	4.03897173	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
BSQ	337	247	2	parthenitae	247.2	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00037282		9	population	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	6549.93			0.002579			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	matched these unk hemiurid parthenitae/cercariae to Hysterolecitha adults
CSM	337	247	2	parthenitae	247.2	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00048544		24	population	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	4420.12			0.0019647			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	matched these unk hemiurid parthenitae/cercariae to Hysterolecitha adults
EPB	337	247	2	parthenitae	247.2	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00042913			species	set equal to average of csm & bsq				0.0077925			approximation, quantified ratio	relative abundance of adults to bsq adults)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	matched these unk hemiurid parthenitae/cercariae to Hysterolecitha adults
EPB	338	250	2	parthenitae	250.2	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02496331	0.00773301	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	26996.00	37734.0373	4.03978748	0.534687	0.56022148	4.15510452	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	338	250	2	parthenitae	250.2	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04351237	0.01577758	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1569.55	2192.66116	4.41904993	0.0630482	0.08401241	4.2717043	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
BSQ	338	250	2	parthenitae	250.2	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03540367	0.01874193	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3935.42	5577.17679	4.61377151	0.14155	0.19808771	4.44915161	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
BSQ	339	257	2	parthenitae	257.2	mc unk lg-cirriformia	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00694398	0.00315256	5	approximation	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	10563.90	12737.1154	7.93226373	0.0890053	0.13186797	7.02708544	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	340	259	2	parthenitae	259.2	mc unk pericaridean	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00615574	0.00267704	5	population	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	52124.20	84605.129	7	0.3562558	0.53476804	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	341	261	2	parthenitae	261.2	mc unk-tagelus epb	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.09962794	0.02100379	6	population	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	3234.19	7058.62587	7.00000022	0.311644	0.67409356	7.0000001	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	342	265	2	parthenitae	265.2	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02620978	0.00901341	20	population	applied average proportional mass of similar species, renb & cata (Hechinger et al 2009), to local host mass frequency distributions	481.27	743.150322	4.07383248	0.0094454	0.01416297	4.01731779	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	342	265	2	parthenitae	265.2	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04300827	0.01263352	15	population	applied average proportional mass of similar species, renb & cata (Hechinger et al 2009), to local host mass frequency distributions	72.71	114.542452	7	0.0029022	0.00479654	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
BSQ	342	265	2	parthenitae	265.2	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03619618	0.01265902	19	population	applied average proportional mass of similar species, renb & cata (Hechinger et al 2009), to local host mass frequency distributions	10509.12	12523.8173	4.17242949	0.4670012	0.62936649	4.02526052	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
EPB	343	266	2	parthenitae	266.2	Parorchis acanthus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04173048	0.01587978	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	9870.66	7354.25475	10.2506438	0.4971407	0.46345222	7.55513548	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	343	266	2	parthenitae	266.2	Parorchis acanthus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.06646893	0.02315299	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	515.41	488.912729	5.37704147	0.0291954	0.03338074	4.43450295	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
BSQ	343	266	2	parthenitae	266.2	Parorchis acanthus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.05727493	0.02750712	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	655.19	1297.06738	4.09074539	0.0438946	0.08510724	4.15798481	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
EPB	344	268	2	parthenitae	268.2	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.01973766	0.00611888	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	17406.82	20057.7832	4.0834339	0.3494362	0.36246846	4.39275415	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
BSQ	344	268	2	parthenitae	268.2	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02710121	0.01237551	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	2585.80	3492.7725	4.08901078	0.0754369	0.11480186	4.03757978	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	344	268	2	parthenitae	268.2	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03357508	0.01288209	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	881.57	635.348696	8.01887982	0.0290717	0.02200914	7.37226252	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
EPB	345	269	2	parthenitae	269.2	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.05505685	0.0179828	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	131884.81	116054.166	4.00689936	7.5696491	5.83299608	4.01710353	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	345	269	2	parthenitae	269.2	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.09457275	0.02609155	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	2834.82	3529.5755	7.92291685	0.2402602	0.28858011	9.03102049	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
BSQ	345	269	2	parthenitae	269.2	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0696599	0.03168764	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	12726.96	12360.2991	4.00022961	1.1308563	0.88565125	4.00024956	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
EPB	346	271	2	parthenitae	271.2	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02084895	0.00595046	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	13482.14	7892.15945	8.35875456	0.2918158	0.1967784	7.25695148	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	346	271	2	parthenitae	271.2	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03579704	0.00990405	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1267.10	1432.57593	7.00371698	0.0393483	0.04491443	7.02376709	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
BSQ	346	271	2	parthenitae	271.2	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02940419	0.01315792	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3195.32	3649.78002	4.42287356	0.105237	0.13456182	4.09177026	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
EPB	347	272	2	parthenitae	272.2	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02107399	0.00629434	20	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	11045.16	18792.3093	4.00101531	0.1820006	0.28278889	4.00072666	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
BSQ	347	272	2	parthenitae	272.2	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02915189	0.00991459	19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	2290.42	5443.58608	4.00323004	0.0748467	0.18082988	4.00222341	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	347	272	2	parthenitae	272.2	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03633873	0.01036479	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3110.79	1600.54243	10.6160066	0.0996038	0.05518127	6.85640943	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
EPB	348	273	2	parthenitae	273.2	Renicola cerithidicola	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.02052283	0.00739169	20	population	applied proportional mass of similar congener, renb (Hechinger et al 2009), to local host mass frequency distributions	7045.82	6279.59347	6.13691276	0.1531975	0.1337131	5.65022218	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
CSM	348	273	2	parthenitae	273.2	Renicola cerithidicola	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0369169	0.01205915	15	population	applied proportional mass of similar congener, renb (Hechinger et al 2009), to local host mass frequency distributions	16.35	35.2161703	4.11860183	0.0005893	0.00125165	4.15684512	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
