Predator,Prey,Pred Taxon,Prey Taxon,Feeding Link?,Specificity,Reference,Notes
Scorpaena guttata,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Species,Lindberg 1955,
Scorpaena guttata,Phanerodon furcatus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Scorpaena guttata,Rhinogobiops nicholsii,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Sebastes carnatus,Other Fish,Rockfish,1,Species,Robbins 2006,
Scorpaena guttata,Sebastes chrysomelas,Other Fish,Rockfish,1,Species,Robbins 2006,
Scorpaena guttata,Syngnathus spp.,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaenichthys marmoratus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Citharichthys stigmaeus,Other Fish,Other Fish,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Cottid spp.,Other Fish,Other Fish,1,Family,O'Connel 1953,
Scorpaenichthys marmoratus,Gibbonsia montereyensis,Other Fish,Other Fish,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Haliotis corrugata,Other Fish,Abalones,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Haliotis cracherodii,Other Fish,Abalones,1,Genus,"O'Connel 1953, Love 1996",
Scorpaenichthys marmoratus,Haliotis kamtschatkana,Other Fish,Abalones,1,Genus,"O'Connel 1953, Love 1996",
Scorpaenichthys marmoratus,Haliotis rufescens,Other Fish,Abalones,1,Genus,"O'Connel 1953, Love 1996",
Scorpaenichthys marmoratus,Leiocottus hirundo,Other Fish,Other Fish,1,Family,O'Connel 1953,
Scorpaenichthys marmoratus,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Lythrypnus dalli,Other Fish,Other Fish,1,Family,O'Connel 1953,
Scorpaenichthys marmoratus,Neoclinus blanchardi,Other Fish,Other Fish,1,Family,O'Connel 1953,
Scorpaenichthys marmoratus,Octopus spp.,Other Fish,Cephalopods,1,Species,Robbins 2006,
Scorpaenichthys marmoratus,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Species,Lindberg 1955,
Scorpaenichthys marmoratus,Pugettia producta,Other Fish,Crabs & Lobsters,1,Species,O'Connel 1953,
Scorpaenichthys marmoratus,Rhinogobiops nicholsii,Other Fish,Other Fish,1,Family,O'Connel 1953,
Scorpaenichthys marmoratus,Sebastes atrovirens,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes auriculatus,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes carnatus,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes caurinus,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes chrysomelas,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes paucispinis,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes serranoides,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes serriceps,Other Fish,Rockfish,1,Family,"O'Connel 1953, Robbins 2006",
Scorpaenichthys marmoratus,Sebastes spp.,Other Fish,Rockfish,1,Species,"O'Connel 1953, Robbins 2006",
Sebastes atrovirens,Alloclinus holderi,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Cancer spp.,Rockfish,Crabs & Lobsters,1,Species,"Larson 1972, Roberts 1979",
Sebastes atrovirens,Conus californicus,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Cottid spp.,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Cymatogaster aggregata,Rockfish,Other Fish,1,Species,Larson 1972,
Sebastes atrovirens,Cypraea spadicea,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Gibbonsia montereyensis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Gibbonsia spp.,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Heterostichus rostratus,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Kelletia kelletii,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Leiocottus hirundo,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Lithopoma spp.,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Species,Larson 1972,
Sebastes atrovirens,Megathura crenulata,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Mitra idae,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Norrisia norrisi,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Octopus spp.,Rockfish,Cephalopods,1,Species,Larson 1972,
Sebastes atrovirens,Orthonopias triacis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Orthonopias triacis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes atrovirens,Oxylebius pictus,Rockfish,Other Fish,1,Species,Larson 1972,
Sebastes atrovirens,Pteropurpura trialata,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes atrovirens,Pugettia producta,Rockfish,Crabs & Lobsters,1,Species,"Larson 1972, Roberts 1979",
Sebastes atrovirens,Sebastes atrovirens,Rockfish,Rockfish,1,Species,Van Dykhuizen 1983,
Sebastes atrovirens,Sebastes mystinus,Rockfish,Rockfish,1,Species,Larson 1972,
Sebastes atrovirens,Sebastes spp.,Rockfish,Rockfish,1,Species,Van Dykhuizen 1983,
Sebastes atrovirens,Syngnathus spp.,Rockfish,Other Fish,1,Species,Larson 1972,
Sebastes atrovirens,Tegula spp.,Rockfish,Gastropods,1,Group,"Nichols 1979, Perez 1981",
Sebastes auriculatus,Alloclinus holderi,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Amphipod tube mat ,Rockfish,Amphipod,1,Species,Robbins 2006,
Sebastes auriculatus,Aulorhynchus flavidus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Cancer spp.,Rockfish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Sebastes auriculatus,Citharichthys stigmaeus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Cymatogaster aggregata,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Gibbonsia montereyensis,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Gibbonsia spp.,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Sebastes auriculatus,Lythrypnus dalli,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Orthonopias triacis,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes auriculatus,Pugettia producta,Rockfish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Sebastes auriculatus,Rhinogobiops nicholsii,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Alloclinus holderi,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Aulorhynchus flavidus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Brachyistius frenatus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Bugula californica,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes carnatus,Bugula neritina,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes carnatus,Cancer spp.,Rockfish,Crabs & Lobsters,1,Species,Larson 1972,
Sebastes carnatus,Chromis punctipinnis,Rockfish,Other Fish,1,Species,"Larson 1972, Robbins 2006",
Sebastes carnatus,Cirriformia luxuriosa,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Citharichthys stigmaeus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Conus californicus,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Costazia spp.,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes carnatus,Cottid spp.,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes carnatus,Crisia occidentalis,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes carnatus,Cymatogaster aggregata,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Cypraea spadicea,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Diaperoecia californica,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Diopatra ornata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Dodecaceria fewkesi,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Embiotoca jacksoni,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Encrusting Bryozoan spp.,Rockfish,Bryozoans,1,Genus,Robbins 2006,
Sebastes carnatus,Girella nigricans,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Halichoeres semicinctus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Kelletia kelletii,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Leiocottus hirundo,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes carnatus,Leucilla nuttingi,Rockfish,Sponges,1,Group,Perez 1981,
Sebastes carnatus,Lithopoma spp.,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Genus,Larson 1972,
Sebastes carnatus,Lythrypnus dalli,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Medialuna californiensis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes carnatus,Megathura crenulata,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Mitra idae,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Norrisia norrisi,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Octopus spp.,Rockfish,Cephalopods,1,Species,Larson 1972,
Sebastes carnatus,Ophioplocus esmarki,Rockfish,Ophioroids,1,Group,"Quast 1968, Larson 1972",
Sebastes carnatus,Ophiothrix spiculata,Rockfish,Ophioroids,1,Group,"Quast 1968, Larson 1972",
Sebastes carnatus,Orthonopias triacis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes carnatus,Oxyjulis californica,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Oxylebius pictus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes carnatus,Phragmatopoma californica,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Pista elongata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Pteropurpura trialata,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Pugettia producta,Rockfish,Crabs & Lobsters,1,Species,Larson 1972,
Sebastes carnatus,Rhinogobiops nicholsii,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes carnatus,Sabellid Worm ,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Salmacina tribranchiata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Sebastes serranoides,Rockfish,Rockfish,1,Species,Larson 1972,
Sebastes carnatus,Sebastes spp.,Rockfish,Rockfish,1,Species,Robbins 2006,
Sebastes carnatus,Small Kelletia ,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Tegula spp.,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes carnatus,Tethya aurantia,Rockfish,Sponges,1,Group,Perez 1981,
Sebastes carnatus,Thalamoporella californica,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes carnatus,Unidentified Arborescent Bryozoan spp.,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes caurinus,Brachyistius frenatus,Rockfish,Other Fish,1,Species,Murie 1995,
Sebastes caurinus,Cancer spp.,Rockfish,Crabs & Lobsters,1,Species,Murie 1995,
Sebastes caurinus,Chromis punctipinnis,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Clavelina spp.,Rockfish,Tunicates,1,Species,Murie 1995,
Sebastes caurinus,Cottid spp.,Rockfish,Other Fish,1,Family,Murie 1995,
Sebastes caurinus,Cymatogaster aggregata,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Embiotoca jacksoni,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Embiotoca lateralis,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Embiotoca spp.,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Gibbonsia spp.,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Hyperprosopon argenteum,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Hypsurus caryi,Rockfish,Other Fish,1,Group,Love et al.2006,"""small fish in the water column"""
Sebastes caurinus,Leiocottus hirundo,Rockfish,Other Fish,1,Family,Murie 1995,
Sebastes caurinus,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Group,Love et al.2006,
Sebastes caurinus,Octopus spp.,Rockfish,Cephalopods,1,Species,Love et al.2006,
Sebastes caurinus,Ophioplocus esmarki,Rockfish,Ophioroids,1,Group,Murie 1995,
Sebastes caurinus,Ophiothrix spiculata,Rockfish,Ophioroids,1,Group,Murie 1995,
Sebastes caurinus,Orthonopias triacis,Rockfish,Other Fish,1,Family,Murie 1995,
Sebastes caurinus,Oxylebius pictus,Rockfish,Other Fish,1,Species,Elliot 1992,
Sebastes caurinus,Pugettia producta,Rockfish,Crabs & Lobsters,1,Species,Murie 1995,
Sebastes caurinus,Rhacochilus vacca,Rockfish,Other Fish,1,Species,Murie 1995,
Sebastes caurinus,Rhinogobiops nicholsii,Rockfish,Other Fish,1,Species,Murie 1995,
Sebastes chrysomelas,Alloclinus holderi,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Amphipod tube mat ,Rockfish,Amphipod,1,Species,Larson 1972,
Sebastes chrysomelas,Aulorhynchus flavidus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Brachyistius frenatus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Bugula californica,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes chrysomelas,Bugula neritina,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes chrysomelas,Cancer spp.,Rockfish,Crabs & Lobsters,1,Species,Larson 1972,
Sebastes chrysomelas,Chromis punctipinnis,Rockfish,Other Fish,1,Species,"Larson 1972, Robbins 2006",
Sebastes chrysomelas,Cirriformia luxuriosa,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Citharichthys stigmaeus,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Conus californicus,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Costazia spp.,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes chrysomelas,Cottid spp.,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes chrysomelas,Crisia occidentalis,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes chrysomelas,Cymatogaster aggregata,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Cypraea spadicea,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Diaperoecia californica,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Diopatra ornata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Dodecaceria fewkesi,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Embiotoca jacksoni,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Encrusting Bryozoan spp.,Rockfish,Bryozoans,1,Genus,Robbins 2006,
Sebastes chrysomelas,Girella nigricans,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Halichoeres semicinctus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Kelletia kelletii,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Leiocottus hirundo,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes chrysomelas,Leucilla nuttingi,Rockfish,Sponges,1,Group,Perez 1981,
Sebastes chrysomelas,Lithopoma spp.,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Genus,Larson 1972,
Sebastes chrysomelas,Lythrypnus dalli,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Medialuna californiensis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes chrysomelas,Megathura crenulata,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Mitra idae,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Norrisia norrisi,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Octopus spp.,Rockfish,Cephalopods,1,Species,Larson 1972,
Sebastes chrysomelas,Ophioplocus esmarki,Rockfish,Ophioroids,1,Group,Larson 1972,
Sebastes chrysomelas,Ophioplocus esmarki,Rockfish,Ophioroids,1,Group,"Quast 1968, Larson 1972",
Sebastes chrysomelas,Ophiothrix spiculata,Rockfish,Ophioroids,1,Group,Larson 1972,
Sebastes chrysomelas,Ophiothrix spiculata,Rockfish,Ophioroids,1,Group,"Quast 1968, Larson 1972",
Sebastes chrysomelas,Orthonopias triacis,Rockfish,Other Fish,1,Family,Robbins 2006,
Sebastes chrysomelas,Oxyjulis californica,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Oxylebius pictus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes chrysomelas,Phragmatopoma californica,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Pista elongata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Pteropurpura trialata,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Pugettia producta,Rockfish,Crabs & Lobsters,1,Species,Larson 1972,
Sebastes chrysomelas,Rhinogobiops nicholsii,Rockfish,Other Fish,1,Group,Quast 1968,Fish <199 mm
Sebastes chrysomelas,Sabellid Worm ,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Salmacina tribranchiata,Rockfish,Polychaetes,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Sebastes mystinus,Rockfish,Rockfish,1,Species,Larson 1972,
Sebastes chrysomelas,Sebastes serranoides,Rockfish,Rockfish,1,Species,Larson 1972,
Sebastes chrysomelas,Sebastes spp.,Rockfish,Rockfish,1,Species,Robbins 2006,
Sebastes chrysomelas,Small Kelletia ,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Tegula spp.,Rockfish,Gastropods,1,Group,"Quast 1968, Perez 1981",
Sebastes chrysomelas,Tethya aurantia,Rockfish,Sponges,1,Group,Perez 1981,
Sebastes chrysomelas,Thalamoporella californica,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes chrysomelas,Unidentified Arborescent Bryozoan spp.,Rockfish,Bryozoans,1,Group,Perez 1981,
Sebastes mystinus,Archidistoma spp.,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Chelyosoma productum,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Clavelina spp.,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Didemnum spp.,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Euherdmania claviformis,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Polyclinum planum,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Pycnoclavella stanleyi,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Sebastes spp.,Rockfish,Rockfish,1,Species,Love et al.2006,
Sebastes mystinus,Stylela montereyensis,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes mystinus,Unidentified compound tunicate ,Rockfish,Tunicates,1,Group,Roberts 1979,
Sebastes paucispinis,Sebastes atrovirens,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes paucispinis,Sebastes auriculatus,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes carnatus,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes paucispinis,Sebastes caurinus,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes chrysomelas,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes paucispinis,Sebastes mystinus,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes paucispinis,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes serranoides,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes serriceps,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes paucispinis,Sebastes spp.,Rockfish,Rockfish,1,Family,Robbins 2006,
Sebastes serranoides,Bothid spp.,Rockfish,Other Fish,1,Species,Quast 1968,
Sebastes serranoides,Brachyistius frenatus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Cancer spp.,Rockfish,Crabs & Lobsters,1,Group,Love et al.2006,
Sebastes serranoides,Chromis punctipinnis,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Cirriformia luxuriosa,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Diaperoecia californica,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Diopatra ornata,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Dodecaceria fewkesi,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Embiotoca jacksoni,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Girella nigricans,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Halichoeres semicinctus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Hypsypops rubicundus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Group,Love et al.2006,
Sebastes serranoides,Medialuna californiensis,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Octopus spp.,Rockfish,Cephalopods,1,Species,Robbins 2006,
Sebastes serranoides,Oxyjulis californica,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Oxylebius pictus,Rockfish,Other Fish,1,Species,Robbins 2006,
Sebastes serranoides,Phragmatopoma californica,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Pista elongata,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Pugettia producta,Rockfish,Crabs & Lobsters,1,Group,Love et al.2006,
Sebastes serranoides,Sabellid Worm ,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Salmacina tribranchiata,Rockfish,Polychaetes,1,Group,Love et al.2006,
Sebastes serranoides,Sebastes atrovirens,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes serranoides,Sebastes caurinus,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes serranoides,Sebastes chrysomelas,Rockfish,Rockfish,1,Species,Johnson 2006,
Sebastes serranoides,Sebastes spp.,Rockfish,Rockfish,1,Species,Robbins 2006,
Sebastes serriceps,Cancer spp.,Rockfish,Crabs & Lobsters,1,Species,Kosman et al.2007,
Sebastes serriceps,Chromis punctipinnis,Rockfish,Other Fish,1,Species,Kosman et al.2007,
Sebastes serriceps,Cottid spp.,Rockfish,Other Fish,1,Family,Kosman et al.2007,
Sebastes serriceps,Girella nigricans,Rockfish,Other Fish,1,Species,Kosman et al.2007,
Sebastes serriceps,Leiocottus hirundo,Rockfish,Other Fish,1,Family,Kosman et al.2007,
Sebastes serriceps,Loxorhynchus grandis,Rockfish,Crabs & Lobsters,1,Genus,Kosman et al.2007,
Sebastes serriceps,Medialuna californiensis,Rockfish,Other Fish,1,Species,Kosman et al.2007,
Sebastes serriceps,Mytilus californianus,Rockfish,Bivalves,1,Species,Kosman et al.2007,
Sebastes serriceps,Ophioplocus esmarki,Rockfish,Ophioroids,1,Group,Kosman et al.2007,
Sebastes serriceps,Ophiothrix spiculata,Rockfish,Ophioroids,1,Group,Kosman et al.2007,
Sebastes serriceps,Orthonopias triacis,Rockfish,Other Fish,1,Family,Kosman et al.2007,
Sebastes serriceps,Oxyjulis californica,Rockfish,Other Fish,1,Species,Kosman et al.2007,
Sebastes serriceps,Oxylebius pictus,Rockfish,Other Fish,1,Species,Kosman et al.2007,
Sebastes serriceps,Pugettia producta,Rockfish,Crabs & Lobsters,1,Family,Quast 1968,
Semicossyphus pulcher,Balanophyllia elegans,Other Fish,CORALS,1,Species,S. Anderson Pers. Obs,
Semicossyphus pulcher,Barnacle spp.,Other Fish,Barnacle,1,Species,Cowen 1986,
Semicossyphus pulcher,Bugula californica,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Bugula neritina,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Conus californicus,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Costazia spp.,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Crisia occidentalis,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Cucumaria piperata,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
