,"Fish No","Fish Species","Date ",,"Site ","SL(mm)","Stomach volume","Stomach status","C. Method","Detritus","Sand","Diatoms","Centric diatoms","Pennate diatoms","Oscillatoria ","Filamentous algae","Green algae","Other blue green algae","Unicellular green algae","Brown algae","Golden brown algae","Nostocales (Blue green algae)","Chara","Ruppia maritima","Other macrophytes","Seeds","Invertebrate eggs ","Fish bones","Lucania parva eggs","Other fish eggs","Catfish egg","Unidentified bone","Fish eyes","Fish otolith","Ctenoid fish scale","Cycloid fish scale","Dinoflagellates (Noctiluca spp.)","Protozoa","Bivalvia","Gastropoda","Nematode","Nemotode(Parasite)","Calanoida copepoda","Harpacticoida copepoda","Copepoda nauplii","Cyclopoid copepoda","Cladocera","Rotifera","Unidefined zooplankton","Chironomidae larvae","Diptera 1","Diptera 2","Diptera midges(pupa)","Polycheate worm","Other annelid worms","Amphipoda(Gammarus spp.)","Corophium sp(amphipoda)","Decopoda larvae","Isopoda","Unidentified invertebrate","Other Ephemeroptera(Mayfly)","Ephemeroptera(Baetidae)","Coleoptera","Other Hymenoptera","Odonate","Damselfly","Other Thrips","Thysanoptera (thrips)","Pteromalitidae(Hymenoptera)","Hemiptera","Homoptera","Unidentified insect larvae","Arachnida ","Unidentified insects","Mollusks (Oyster)","Other Mollusks","Ostracoda","Brachyura (Crab zoea)","Mysidacea","Penneid shrimp post larvae","Unidentified shrimp","Palaemonotes pugio","Peneaus setiferus","Peneaus aztecus","Callinectes sapidus","Other crabs","Neopunope sayi(mud crab)","Myrophis punctatus (speckled worm eel)","Mugil cephalus","Brevoortia patronus","Lepisosteus osseus ","Fundulus  grandis","Other fundulus species","Cyprinodon variegatus","Pogonias cromis","Menidia beryllina","Anchoa mitchilli","Other Sciaenidae species","Lagodon rhomboides","Arius felis","Leiostomus xanthurus","Gobiosoma bosc","Lucania parva","Micropogonias undulatus","Cynoscion nebulosus","Poecilia latipinna","Unidentified fish","Unidentified fish larvae","Other Gobiidae ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,"Leiostomus  xanthurus","03.07.98",,1,31.6,0.005,,"Seine",,,,,,,,,,,,,,,,,,0.00075,,,,,,,,0.0002,0.00075,,,,,,,0.00275,,,,0.00025,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,"Leiostomus  xanthurus","03.07.98",,1,29.4,0.001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.00015,,,,,0.00025,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,"Leiostomus  xanthurus","03.07.98",,1,29.8,0.0005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,"Leiostomus  xanthurus","03.07.98",,1,31,0.011,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,,0.00275,,,,,,,0.0066,,,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"Leiostomus xanthurus","03.07.98",,2,35,0.005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00225,,0.0015,,,,,,,,,,0.001,,,,,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Leiostomus xanthurus","03.07.98",,2,39.7,0.007,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00028,,0.00007,,,0.00175,,0.00245,,,,,,,0.00245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Leiostomus xanthurus","03.07.98",,2,39.9,0.014,,"Seine",,0.00084,,,,,0.00084,,,,,,,,,,,,,,,,,,,,,,0.00042,,,0.00448,,0.00448,,,,,,,0.0021,,,,,,,,0.00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Leiostomus xanthurus","03.07.98",,2,40.5,0.008,,"Seine",,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,,0.0032,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Leiostomus xanthurus","03.07.98",,2,42.7,0.01,,"Seine",,,,,,,0.0003,,,,,,,,,,,0.0005,,,,,,,,0.0005,,,,,,,,0.005,,,,,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Leiostomus xanthurus","03.07.98",,2,36,0.034,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00102,,,,,,,0.01972,,,,,,0.01326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Leiostomus xanthurus","03.07.98",,2,33.7,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00075,,0.0015,,,,,,,0.00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Leiostomus xanthurus","03.07.98",,2,34.5,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Leiostomus xanthurus","03.07.98",,2,42.6,0.015,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045,,0.00525,,,,,,,0.0045,,,0.00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Leiostomus xanthurus","03.07.98",,2,36.5,0.025,,"Seine",,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,0.005,,0.015,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,"Leiostomus xanthurus","03.07.98",,2,32,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,,0.00015,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,"Leiostomus xanthurus","03.07.98",,2,31.6,0.008,,"Seine",,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,0.00288,,0.0044,,,,,,,,,,,,,,,0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,"Leiostomus xanthurus","03.07.98",,2,35.5,0.011,,"Seine",,,,,,,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,,0.00605,,,,,,,0.00055,,,,,,,,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,"Leiostomus xanthurus","03.07.98",,2,38.5,0.005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,"Leiostomus xanthurus","03.07.98",,2,33.7,0.01,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,,,,,,,0.0045,,,,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,"Leiostomus xanthurus","03.07.98",,2,31.8,0.001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,0.00015,,,,,,0.00015,,,0.0003,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,"Leiostomus xanthurus","03.07.98",,2,31.8,0.004,,"Seine",,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,0.0012,,0.0024,,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,"Leiostomus xanthurus","03.07.98",,2,31.8,0.035,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00175,,0.00175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,"Leiostomus xanthurus","03.07.98",,2,34.8,0.006,,"Seine",,,,0.00006,,,,,,,,,,,,,,0.00012,,,,,,,,,,,,,,0.0012,,0.0006,,,,0.0036,,,0.00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,"Leiostomus xanthurus","03.07.98",,2,30.4,0.004,,"Seine",,0.00032,,0.00012,,,0.00004,,,,,,,,,,,0.00012,,,,,,,,,,,,,,0.0012,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,"Leiostomus xanthurus","03.07.98",,2,32.5,0.001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00008,,0.0009,,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,"Leiostomus xanthurus","03.07.98",,2,28.3,0.001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,"Leiostomus xanthurus","03.07.98",,2,31.4,0.0002,,"Seine",,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00009,,0.00009,,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,"Leiostomus xanthurus","03.07.98",,2,34,0.01,,"Seine",,0.0001,,0.0001,,,0.0004,,,,,,,,,,,0.0008,,,,,,,,,,,,,,0.0037,,0.0045,,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,"Leiostomus xanthurus","03.07.98",,2,33,0.003,,"Seine",,0.00003,,,,,,,,,,,,,,,,0.00012,,,,,,,,,,,,,,0.0012,,0.0015,,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,"Leiostomus xanthurus","03.07.98",,2,32.7,0.008,,"Seine",0.00072,,,0.00032,,,,,,,,,,,,,,0.00064,,,,,,,,,,,0.00008,,,0.0024,,0.0032,,,,0.0004,,,0.00016,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,"Leiostomus xanthurus","03.07.98",,2,34.1,0.006,,"Seine",0.00024,0.00024,,0.00006,,,,,,,,,,,,,,0.00012,,,,,,,,,,,0.00006,,,0.0018,,0.003,,,,,,,0.00024,,,0.00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,"Leiostomus xanthurus","03.07.98",,2,31.1,0.003,,"Seine",,0.00012,,,,,,,,,,,,,,,,0.00045,,,,,,,,,,,,,,0.00135,,0.00105,,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,"Leiostomus xanthurus","03.07.98",,2,31.1,0.005,,"Seine",0.0003,0.0002,,,,,,,,,,,,,,,,0.0005,,,,,,,,,,,,,,0.002,,0.00175,,,,,,,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,"Leiostomus xanthurus","03.07.98",,2,31,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"Leiostomus xanthurus","03.07.98",,3,45.8,0.02,,"Seine",,0.0006,,,,,0.0002,,,,,,,,,,,0.0006,,,,,,,,,,,,,,0.003,,0.0052,,,,,,0.0004,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Leiostomus xanthurus","03.07.98",,3,39.8,0.009,,"Seine",,0.00072,,,,,,,,,,,,,,,,0.00072,,,,,,,,,,,,,,0.0036,,0.0036,,,,,,0.00009,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Leiostomus xanthurus","03.07.98",,3,40.1,0.05,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,0.01,,,,,,,0.025,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Leiostomus xanthurus","03.07.98",,3,40.6,0.009,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,0.0018,,,,,,,0.0027,,,0.00045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Leiostomus xanthurus","03.07.98",,3,34,0.008,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Leiostomus xanthurus","03.07.98",,3,33,0.0001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000025,,,,0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Leiostomus xanthurus","03.07.98",,3,30.7,0.011,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,,0.00088,,,,,,,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Leiostomus xanthurus","03.07.98",,3,32.7,0.0048,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Leiostomus xanthurus","03.07.98",,3,29.9,0.0008,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00048,,,,,,,0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Leiostomus xanthurus","03.07.98",,3,31.6,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,"Leiostomus xanthurus","03.07.98",,3,31.9,0.0002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00006,,0.00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,"Leiostomus xanthurus","03.07.98",,3,28.5,0.001,,"Seine",,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,"Leiostomus xanthurus","03.07.98",,3,32,0.005,,"Seine",,,,,,,,,,,,,,,,,,0.00005,,,,,,,,,,,,,,0.003,,0.0015,,,,,,,0.00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,"Leiostomus xanthurus","03.07.98",,3,34.3,0.0003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,"Leiostomus xanthurus","03.07.98",,3,32,0.007,,"Seine",,,,,,,,,,,,,,,,,,0.0007,,,,,,,,,,,,,,0.00175,,0.0021,,,,,,,0.00245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,"Leiostomus xanthurus","03.07.98",,3,31.3,0.0156,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,0.0006,,,,,,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,0.0036,,,,,,0.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,"Leiostomus xanthurus","03.07.98",,3,32.2,0.002,,"Seine",,0.0001,,,0.00002,,,,,,,,,,,,,0.0002,,,,,,,,,,0.00004,,,,0.0006,,0.0008,,,,,,0.0002,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,"Leiostomus xanthurus","03.07.98",,3,29.4,0.005,,"Seine",,0.00035,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,0.00005,,,,0.00075,,0.0015,,,,,,,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,"Leiostomus xanthurus","03.07.98",,3,30.3,0.004,,"Seine",,,,,,,,,,,,,,,,,,0.00008,,,,,,,,,,,,,,0.00184,,0.002,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,"Leiostomus xanthurus","03.07.98",,3,29.5,0.002,,"Seine",,0.0012,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,0.0002,,,,,,,0.0002,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,"Leiostomus xanthurus","03.07.98",,3,28.5,0.0008,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,"Leiostomus xanthurus","03.07.98",,3,29.9,0.004,,"Seine",,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,0.002,,,,,,,,,,0.00016,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,"Leiostomus xanthurus","03.07.98",,3,29.5,0.0007,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,"Leiostomus xanthurus","03.07.98",,3,29,0.003,,"Seine",,,,,,,,,,,,,,,,,,0.00006,,,,,,,,,,,,,,0.0009,,0.0015,,,,,,,0.0003,,,0.00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,"Leiostomus xanthurus","03.07.98",,3,29.7,0.004,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00008,,0.00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,"Leiostomus xanthurus","03.07.98",,3,30.1,0.003,,"Seine",,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,0.00075,,,,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,"Leiostomus xanthurus","03.07.98",,3,29.8,0.001,,"Seine",,0.0001,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,0.0002,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,"Leiostomus xanthurus","03.07.98",,3,30,0.0015,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000075,,,,0.0006,,0.00075,,,,,,,0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,"Leiostomus xanthurus","03.07.98",,3,39.3,0.0006,,"Seine",,,,,,,,,,,,,,,,,,0.000006,,,,,,,,,,,,,,,,0.000084,,,,,,,0.00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
